BM_IgA_1	BM_IgA_2	BM_IgA_3	BM_IgA_4	BM_IgG_1	BM_IgG_2	BM_IgG_3	BM_IgG_4	BM_IgM_1	BM_IgM_3	BM_IgM_4
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	1	0	1	0	0	0	0
1700064H15Rik	2	2	3	4	7	2	4	4	4	0	8
1700064J06Rik	0	0	0	0	0	0	1	0	0	0	0
1700064M15Rik	0	0	0	1	0	0	0	0	0	0	3
1700065D16Rik	9	12	10	24	4	9	9	5	10	13	9
1700065I16Rik	0	0	0	0	0	0	0	0	0	1	0
1700065J11Rik	0	0	0	0	0	0	0	0	1	0	0
1700065J18Rik	0	0	0	0	1	0	0	0	0	0	0
1700065L07Rik	1	0	0	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0	0	0	1
1700066B17Rik	0	0	0	0	0	0	0	0	1	0	0
1700066B19Rik	17	15	17	15	30	24	20	15	22	26	26
1700066C05Rik	0	0	1	0	0	1	0	1	2	0	0
1700066J03Rik	0	0	0	0	1	1	0	0	0	2	5
1700066M21Rik	49	40	32	50	33	25	49	43	45	125	70
1700066N21Rik	0	0	0	0	0	2	0	0	0	2	0
1700066O22Rik	0	0	0	0	0	0	0	0	2	0	1
1700067G17Rik	0	0	1	2	0	0	0	0	0	0	0
1700067K01Rik	2	6	5	2	1	4	1	4	6	2	0
1700067P10Rik	0	0	0	0	1	0	0	0	0	0	0
1700069B07Rik	1	1	7	3	0	1	3	1	1	3	3
1700069L16Rik	1	0	0	1	0	0	1	0	1	0	0
1700069P05Rik	4	2	3	3	2	1	0	1	2	2	0
1700071G01Rik	0	1	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	0	0	0	0	0	0	0	0	1	2	0
1700072B07Rik	0	0	0	0	0	0	0	0	0	2	0
1700072G22Rik	0	0	0	0	0	0	0	0	1	0	0
1700072O05Rik	0	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	2	0	1	0	0	1
1700074A21Rik	0	0	0	0	0	0	0	0	1	0	1
1700074H08Rik	0	0	0	0	0	0	0	0	0	0	0
1700080C20Rik	0	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	3	0	0	0	0
1700081B01Rik	0	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	2	0	0	0	0	0	0	0	0
1700081N11Rik	2	4	1	0	1	3	2	2	1	2	0
1700082M22Rik	4	3	3	6	0	0	0	3	2	0	0
1700083H02Rik	0	0	0	0	0	0	0	0	0	0	0
1700084C06Rik	21	33	18	24	27	25	25	44	47	59	28
1700084D21Rik	0	0	0	0	2	0	0	0	0	0	0
1700084E18Rik	8	7	6	9	6	6	15	16	9	15	8
1700084F23Rik	4	2	2	0	0	0	0	0	0	0	3
1700084J12Rik	0	0	0	0	0	0	1	2	2	1	0
1700084M14Rik	0	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0
1700085D07Rik	0	0	0	0	0	0	0	0	0	0	0
1700086D15Rik	0	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	23	15	10	4	12	9	19	13	16	15	12
1700086P04Rik	0	0	0	0	4	3	1	1	2	5	0
1700087I21Rik	7	3	3	8	0	0	0	11	0	1	7
1700087M22Rik	0	0	0	0	0	0	0	0	1	2	0
1700088E04Rik	21	10	39	26	9	7	11	4	26	26	17
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	1	0
1700092C10Rik	1	0	0	0	0	0	0	0	0	0	0
1700092C17Rik	0	0	0	0	0	0	0	0	0	0	0
1700092E16Rik	0	0	3	0	0	0	0	0	0	0	0
1700092E19Rik	0	1	0	0	0	3	1	1	0	0	3
1700092K14Rik	1	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	6	0	2	0	0	0	2	2	2	3	5
1700093J21Rik	2	1	0	0	0	1	3	0	0	0	3
1700093K21Rik	4	4	5	3	2	0	3	0	1	0	4
1700094D03Rik	13	21	14	16	12	13	22	18	45	9	20
1700094J05Rik	0	1	0	0	0	0	0	0	2	2	0
1700094M23Rik	0	0	2	2	0	1	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0
1700095A13Rik	0	2	0	0	1	1	0	0	0	3	0
1700095A21Rik	0	0	0	0	0	3	0	0	0	1	0
1700095B10Rik	0	0	0	0	0	0	0	0	1	1	0
1700095J03Rik	0	0	0	1	0	0	0	0	0	0	0
1700095J07Rik	0	0	0	0	1	0	0	0	0	0	0
1700095J12Rik	0	0	1	1	0	0	0	0	0	0	1
1700095K22Rik	0	0	0	0	0	0	0	0	2	3	0
1700096J18Rik	0	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	26	30	30	31	28	15	20	23	53	45	33
1700097M23Rik	2	2	3	1	1	1	1	2	2	2	0
1700097N02Rik	0	0	0	0	0	0	0	0	0	0	0
1700099I09Rik	0	0	1	1	1	0	1	0	0	2	2
1700100I10Rik	0	1	3	0	1	0	0	2	0	2	0
1700100L14Rik	1	0	0	0	0	0	0	0	0	1	0
1700101I11Rik	15	6	11	2	5	2	3	3	3	5	4
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0
1700102F20Rik	0	0	0	0	0	0	0	1	0	0	0
1700102H20Rik	4	8	3	3	4	7	9	7	6	3	6
1700102P08Rik	8	4	2	6	3	6	4	6	3	4	4
1700104B16Rik	0	1	0	0	0	0	0	0	0	0	0
1700104L18Rik	2	0	0	0	0	0	0	0	0	2	0
1700105G05Rik	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	4	6	6	4	4	6	3	6	7	7	4
1700106O07Rik	0	0	1	0	0	1	1	0	0	0	0
1700108F19Rik	1	1	1	0	4	1	1	1	1	3	1
1700108J01Rik	0	1	0	0	0	1	0	0	0	1	0
1700108N06Rik	0	0	0	0	0	0	0	0	0	0	0
1700108N11Rik	1	0	0	0	1	0	0	0	0	0	0
1700109G14Rik	1	0	0	0	0	1	1	2	1	2	2
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	20	53	69	9	3	75	56	50	84	258	5
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	2	1	1	0	0	0	0	0	0
1700110C19Rik	1	0	0	0	0	0	0	0	2	0	0
1700110I01Rik	0	0	0	0	0	0	0	0	0	0	0
1700110I07Rik	0	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	0	0	1	0	4	0	0
1700111E14Rik	1	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0
1700112D23Rik	0	0	0	0	0	0	0	0	0	0	0
1700112H15Rik	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	1	0	0	0	0	0	0
1700112J16Rik	14	40	31	19	7	40	9	2	45	60	22
1700112K13Rik	0	0	0	0	0	0	1	0	1	0	0
1700112L15Rik	0	0	0	0	0	0	0	0	0	0	0
1700112M02Rik	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	48	42	56	22	33	40	60	40	83	64	71
1700113B09Rik	0	0	0	0	0	0	0	0	0	0	0
1700113B19Rik	0	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	0	0	1	0	1	0	0	1	1	0	0
1700116B05Rik	0	0	0	0	0	0	0	0	0	0	0
1700116H05Rik	16	1	1	1	0	1	0	0	1	0	1
1700119H24Rik	0	0	0	0	0	0	0	1	0	0	0
1700119I11Rik	0	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	1	6	2	0	0	0	0	0	0	2	0
1700120C14Rik	21	13	24	5	15	15	13	24	21	37	31
1700120C18Rik	0	0	0	0	0	0	1	0	0	0	0
1700120E14Rik	0	3	0	0	0	0	0	0	1	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0
1700120G11Rik	0	0	0	0	0	0	0	0	0	0	1
1700120K04Rik	10	7	5	0	0	4	4	0	4	0	5
1700120O09Rik	0	0	0	0	0	0	0	0	0	0	0
1700121C08Rik	0	0	0	0	0	0	0	0	0	0	0
1700121L03Rik	0	0	0	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0
1700122C19Rik	8	7	14	5	3	3	7	24	8	24	4
1700122D07Rik	0	0	0	0	0	0	0	0	0	0	0
1700122E12Rik	2	6	4	5	2	7	5	5	24	7	4
1700122H20Rik	0	0	0	0	0	0	0	0	1	0	0
1700122O11Rik	0	0	0	0	0	2	1	0	0	0	0
1700123J17Rik	1	0	1	1	0	1	1	1	1	0	1
1700123K08Rik	0	2	0	0	0	0	0	0	0	0	2
1700123L14Rik	1	0	1	0	1	0	0	0	0	1	0
1700123M08Rik	0	1	3	3	5	0	2	0	7	2	5
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	1
1700123O20Rik	400	379	300	443	299	358	357	414	412	504	490
1700123O21Rik	0	0	1	0	0	1	0	0	0	0	0
1700124L16Rik	2	5	4	1	1	1	16	2	11	14	12
1700124M09Rik	0	2	0	0	0	0	0	0	0	0	0
1700125G02Rik	2	1	0	0	0	0	0	0	0	1	0
1700125G22Rik	0	1	1	1	1	0	0	0	1	1	0
1700125H03Rik	2	0	0	0	0	0	0	0	2	0	0
1700125H20Rik	0	0	0	0	0	0	0	1	0	0	1
1700126A01Rik	0	0	0	0	0	0	0	1	0	0	2
1700126G02Rik	1	1	2	2	1	1	1	1	1	0	2
1700126H18Rik	0	0	0	0	0	0	0	1	0	0	0
1700127F24Rik	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	1	1	0	0	0	0	0
1700128E19Rik	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	1	0	1	0	0	0	0	0	0	1	0
1700128I11Rik	2	0	0	0	0	0	0	0	0	0	0
1700129C05Rik	0	1	1	1	0	0	0	0	0	1	0
1700129L04Rik	0	0	0	0	0	0	0	0	0	1	0
1810006J02Rik	0	0	0	0	0	6	0	0	0	0	1
1810007C17Rik	0	0	0	0	0	0	0	0	0	2	0
1810007D17Rik	0	0	0	0	0	0	0	0	0	1	1
1810008B01Rik	0	3	1	4	4	1	3	1	4	9	2
1810008I18Rik	1	1	0	0	0	0	1	0	3	0	2
1810009A15Rik	300	267	340	353	263	251	287	345	470	512	453
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	6	14	8	10	14	10	7	6	12	32	13
1810010K12Rik	0	0	1	0	0	0	0	1	3	3	4
1810012K08Rik	0	0	0	0	0	0	0	0	0	0	2
1810012K16Rik	2	4	3	1	2	3	3	1	9	4	9
1810013D15Rik	7	3	4	4	22	6	6	2	10	6	5
1810013L24Rik	355	263	312	236	102	231	263	295	305	462	376
1810014B01Rik	122	106	114	158	94	188	222	144	275	123	146
1810014P07Rik	2	5	0	3	0	1	2	1	1	5	1
1810017P11Rik	0	0	0	0	0	1	0	0	0	0	0
1810018F18Rik	18	0	0	0	0	1	1	0	1	0	1
1810019D21Rik	0	0	4	0	0	0	2	1	1	3	2
1810019N24Rik	10	2	11	0	11	0	0	11	5	2	6
1810020O05Rik	1	1	2	0	0	1	2	0	0	1	0
1810021B22Rik	25	19	15	10	15	13	10	8	27	26	10
1810024B03Rik	21	24	35	15	16	42	24	24	31	55	24
1810028F09Rik	0	1	0	0	0	0	0	0	0	0	0
1810034E14Rik	585	414	523	289	256	231	204	148	239	246	284
1810035K13Rik	0	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	442	430	381	429	419	391	436	520	539	598	649
1810041H14Rik	33	34	29	18	66	44	62	30	381	442	251
1810044D09Rik	22	36	40	8	24	20	24	15	58	56	37
1810044K17Rik	0	0	0	0	0	0	0	0	0	0	1
1810046K07Rik	15	32	30	42	35	30	27	27	120	122	70
1810049I09Rik	0	0	0	0	0	0	0	0	0	0	0
1810049J17Rik	6	8	16	20	2	23	24	8	7	26	8
1810053B23Rik	5	1	3	5	5	2	0	0	7	2	3
1810055G02Rik	33	17	38	42	37	43	37	31	26	24	31
1810058I24Rik	263	250	281	251	270	255	253	225	392	351	308
1810058N15Rik	1	1	0	0	1	0	2	0	0	0	0
1810059C17Rik	1	3	0	0	0	1	2	1	4	0	4
1810059H22Rik	3	3	3	4	13	10	14	5	4	6	5
1810062G17Rik	73	64	41	38	50	62	56	27	70	53	62
1810062O18Rik	19	21	25	20	18	28	25	15	29	18	26
1810063I02Rik	0	0	0	0	0	0	0	0	0	0	0
1810064F22Rik	4	1	1	0	0	0	1	0	1	0	3
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0
1810073O08Rik	6	7	0	2	9	6	1	6	86	57	6
2010001A14Rik	14	15	19	12	18	25	16	16	39	50	26
2010001K21Rik	1	1	3	0	1	1	1	0	0	4	0
2010001M07Rik	0	0	0	0	0	0	0	0	0	0	0
2010003K11Rik	1	0	0	1	2	0	0	0	0	0	0
2010007H06Rik	67	158	166	95	75	82	109	113	193	241	87
2010008C14Rik	20	20	17	15	12	12	28	17	15	20	12
2010009K17Rik	0	0	0	0	0	0	0	0	0	0	0
2010010A06Rik	0	0	0	1	0	0	0	1	0	0	0
2010013B24Rik	1	2	2	1	1	0	3	1	2	3	0
2010016I18Rik	59	86	73	109	48	62	32	43	107	141	45
2010103J01Rik	1	0	1	0	1	0	0	0	0	0	1
2010106C02Rik	0	1	1	2	0	0	0	0	1	0	0
2010106E10Rik	0	0	0	2	0	1	0	1	1	0	2
2010106G04Rik	4	0	0	2	3	0	2	0	2	1	0
2010109A12Rik	34	19	14	22	21	28	38	22	38	32	43
2010109P13Rik	0	0	0	0	0	0	0	0	0	0	0
2010110E17Rik	0	1	1	0	0	0	0	4	1	0	0
2010110G14Rik	0	0	0	0	0	0	0	0	0	0	0
2010110K18Rik	9	0	4	6	8	0	6	15	2	4	15
2010203P06Rik	1	0	0	0	0	0	0	0	0	0	0
2010204K13Rik	17	10	22	3	22	11	19	18	14	12	18
2010308F09Rik	0	1	0	1	0	0	0	0	0	2	0
2010309G21Rik	1035	1464	717	13066	622	571	446	587	3252	3808	947
2010310C07Rik	2	1	0	3	0	3	0	0	0	0	2
2010315B03Rik	148	98	72	97	115	112	119	125	251	223	147
2010320M18Rik	45	31	40	23	24	26	28	20	50	51	42
2010320O07Rik	11	20	20	1	7	2	0	0	5	4	0
2200002A13Rik	0	1	0	2	0	2	0	0	1	1	0
2200002D01Rik	30	6	11	12	35	11	15	19	5	9	16
2200002J24Rik	0	2	1	0	0	0	3	1	0	0	4
2200007N16Rik	0	0	0	0	0	0	0	0	0	0	3
2210009P08Rik	1	0	0	1	0	0	0	0	0	0	0
2210010C04Rik	1	2	0	0	0	0	0	1	0	0	0
2210011K15Rik	0	0	0	0	0	0	0	0	0	0	0
2210016F16Rik	454	377	446	499	502	448	613	528	782	899	841
2210016L21Rik	215	127	204	148	181	122	130	142	194	211	123
2210017I01Rik	0	0	0	0	0	0	0	0	0	0	0
2210020O09Rik	0	1	0	1	0	5	0	0	1	1	6
2210039B01Rik	0	0	0	0	0	0	0	0	0	9	3
2210404E10Rik	0	0	0	0	0	1	0	1	0	0	0
2210406H18Rik	0	0	2	1	4	0	4	1	2	4	1
2210406O10Rik	2	9	4	3	5	15	18	4	14	18	9
2210408F21Rik	67	86	55	62	55	61	67	38	97	79	79
2210408I21Rik	61	18	18	22	16	18	17	43	24	72	40
2210409D07Rik	0	0	0	0	0	1	1	2	0	0	1
2210409E12Rik	0	1	0	0	0	0	1	0	0	0	0
2210411M09Rik	1	2	1	1	0	1	0	1	0	0	0
2210412B16Rik	0	0	0	1	0	1	3	0	5	3	6
2210414B05Rik	7	21	5	6	1	1	0	4	21	20	31
2210414F02Rik	0	0	0	0	0	0	0	0	0	0	0
2210417A02Rik	6	3	1	1	3	0	4	7	2	3	6
2210418O10Rik	567	146	0	23	147	0	0	29	0	0	9
2210420H20Rik	0	1	0	0	0	0	0	0	0	0	0
2300002M23Rik	2	4	6	1	14	15	6	6	26	15	4
2300003K06Rik	1	3	1	0	1	0	0	0	0	0	0
2300009A05Rik	205	220	239	169	160	176	168	147	235	233	173
2310001H17Rik	623	714	774	548	343	401	393	330	423	469	635
2310001K20Rik	0	0	0	0	0	0	0	0	1	1	0
2310001K24Rik	3	0	0	2	0	2	2	5	2	0	0
2310002D06Rik	0	0	0	0	0	0	0	0	0	0	0
2310002F09Rik	76	0	1	0	1	0	2	4	0	0	1
2310002L09Rik	0	0	0	0	0	0	0	0	0	0	0
2310003L06Rik	1	0	1	1	0	0	0	0	0	3	0
2310003N18Rik	0	0	0	0	0	0	0	0	0	0	0
2310005A03Rik	0	1	0	0	0	1	1	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	1
2310008N11Rik	0	1	0	1	0	0	0	0	4	2	0
2310009B15Rik	59	41	52	36	42	35	52	34	50	88	69
2310010J17Rik	33	24	21	9	14	13	22	20	31	52	13
2310011J03Rik	284	179	301	337	211	199	263	275	305	408	419
2310014F06Rik	7	10	17	7	8	10	9	10	2	11	10
2310015A10Rik	41	20	32	42	18	20	20	12	89	96	44
2310015A16Rik	1	0	0	0	0	0	1	0	0	0	0
2310015D24Rik	7	4	4	2	10	3	0	16	1	2	10
2310015K22Rik	0	0	0	0	0	1	0	0	1	0	1
2310016D03Rik	1	0	0	0	0	1	1	1	0	0	0
2310016D23Rik	5	8	3	4	4	2	9	1	2	4	2
2310016G11Rik	1	0	0	0	1	0	1	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	176	123	170	179	164	146	257	183	180	259	258
2310022B05Rik	107	97	128	138	65	109	104	135	152	190	207
2310026I22Rik	0	9	4	0	0	0	0	0	0	0	0
2310026L22Rik	0	2	1	0	2	4	3	0	3	2	4
2310030A07Rik	0	0	0	0	0	0	0	0	0	0	0
2310030G06Rik	2	0	0	0	0	1	0	0	0	1	0
2310033P09Rik	113	118	119	140	92	78	103	131	155	193	170
2310034C09Rik	0	0	0	0	0	0	0	0	0	1	0
2310034G01Rik	2	2	2	3	2	5	3	0	9	4	0
2310034O05Rik	0	0	0	0	0	1	0	0	0	0	0
2310039H08Rik	191	160	185	167	170	145	162	130	163	232	172
2310039L15Rik	0	4	0	0	0	7	8	0	0	4	0
2310040G07Rik	2	0	1	0	0	1	0	0	1	0	0
2310040G24Rik	2	2	9	10	14	12	6	18	9	15	9
2310043L19Rik	1	0	0	0	0	0	0	0	0	0	0
2310043M15Rik	0	3	3	2	0	1	0	2	4	6	0
2310043O21Rik	1	1	0	0	1	0	1	0	0	0	0
2310043P16Rik	15	22	34	24	20	18	24	37	56	66	68
2310044K18Rik	0	3	3	3	6	3	4	1	9	11	2
2310046K23Rik	0	0	0	0	0	0	0	0	0	0	0
2310047D07Rik	4	0	3	0	1	0	0	0	0	1	1
2310050C09Rik	16	2	7	2	0	0	0	1	0	1	1
2310057J18Rik	0	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	130	74	116	188	191	102	143	162	187	285	333
2310057N15Rik	0	0	1	0	0	0	0	1	0	0	1
2310058D17Rik	10	11	10	11	3	9	7	12	12	4	11
2310061I04Rik	66	66	75	47	49	48	54	61	83	81	86
2310061N02Rik	0	0	0	0	0	0	0	0	0	1	0
2310065F04Rik	1	2	2	0	2	0	2	1	1	0	0
2310067P03Rik	17	13	9	23	19	29	11	15	39	34	9
2310068J16Rik	7	2	6	4	6	9	12	10	5	21	6
2310069B03Rik	0	0	0	0	0	0	1	0	0	0	1
2310074N15Rik	6	3	5	6	6	4	5	4	1	4	5
2310075C17Rik	0	0	0	0	2	1	0	0	1	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0
2310081O03Rik	0	0	0	0	0	0	0	0	0	0	0
2400006E01Rik	0	0	0	0	0	0	0	0	1	0	0
2410002F23Rik	464	363	500	490	274	303	376	424	477	775	728
2410003I16Rik	2	4	3	2	3	0	1	1	17	6	2
2410003L11Rik	0	0	1	0	0	0	0	0	0	8	0
2410004B18Rik	174	142	169	259	180	169	135	195	248	254	193
2410004I01Rik	0	0	0	0	1	1	0	1	0	0	0
2410004P03Rik	94	64	99	77	112	78	141	46	32	32	84
2410006H16Rik	170	169	239	136	148	149	241	181	198	193	177
2410012E07Rik	1	0	0	0	0	0	0	0	0	0	0
2410017I17Rik	0	0	0	0	0	0	0	0	2	1	1
2410018L13Rik	1	0	3	0	1	0	3	0	0	1	0
2410021H03Rik	0	0	0	0	0	0	0	0	0	0	1
2410022M11Rik	20	16	32	9	17	19	18	28	31	48	36
2410024N13Rik	0	0	1	0	0	0	0	0	0	0	0
2410080I02Rik	1	0	1	0	0	0	0	0	1	2	1
2410124H12Rik	1	0	0	0	0	0	1	0	0	0	0
2410137M14Rik	0	0	0	0	0	1	0	0	1	0	1
2410152P15Rik	0	0	0	0	0	0	1	0	0	0	0
2500002B13Rik	12	9	33	6	4	91	10	7	11	17	13
2500004C02Rik	33	34	52	48	12	76	22	33	23	46	86
2510002D24Rik	376	236	218	386	186	217	231	199	334	276	265
2510009E07Rik	72	27	76	58	36	27	103	8	8	44	13
2510016D11Rik	6	7	1	4	4	2	2	4	3	4	10
2510017J16Rik	18	7	6	4	1	8	9	1	6	11	8
2510039O18Rik	843	705	879	1017	517	666	892	929	660	1039	1437
2510046G10Rik	51	64	44	55	18	27	64	48	37	40	32
2600002D14Rik	0	1	0	0	0	0	0	2	1	3	1
2600006K01Rik	0	0	3	1	0	0	2	1	2	0	0
2600014E21Rik	36	236	27	86	8	31	2	29	15	39	39
2610001A08Rik	2	1	0	0	2	1	1	0	0	0	0
2610001J05Rik	344	379	314	311	276	323	247	312	437	538	465
2610002M06Rik	208	128	224	238	171	213	237	257	276	356	358
2610005L07Rik	209	173	288	212	173	166	241	203	274	376	354
2610008E11Rik	176	113	153	179	107	138	161	197	306	291	242
2610011E03Rik	0	0	0	0	1	0	0	1	0	0	0
2610012C04Rik	1	0	0	0	1	2	0	0	0	2	0
2610016A17Rik	1	7	6	0	0	0	0	2	0	3	3
2610017A05Rik	2	5	3	12	6	1	6	11	4	9	15
2610020C07Rik	5	16	42	2	3	3	12	46	11	13	26
2610021A01Rik	190	193	227	385	118	221	191	227	281	345	224
2610024D14Rik	2	0	1	1	0	0	0	0	2	4	0
2610027F03Rik	1	4	0	0	0	0	1	0	0	0	0
2610027K06Rik	1	1	0	3	0	0	1	0	0	4	2
2610028D06Rik	4	1	11	3	0	3	2	11	2	2	1
2610028E06Rik	8	8	0	1	3	2	2	1	0	0	1
2610028H24Rik	0	4	0	0	0	0	0	0	0	0	0
2610034O05Rik	0	0	0	0	0	0	0	0	0	3	1
2610035D17Rik	283	278	292	252	233	139	177	96	497	581	374
2610035F20Rik	0	0	1	1	2	0	0	0	0	0	0
2610037D02Rik	32	28	26	16	18	13	14	6	30	19	21
2610042L04Rik	0	0	0	0	1	0	0	0	0	0	2
2610044O15Rik8	65	58	158	86	52	71	84	324	116	108	147
2610105M22Rik	0	2	0	0	0	0	0	1	0	0	1
2610203C22Rik	2	0	0	3	1	4	0	1	13	5	2
2610204G07Rik	1	2	0	1	1	0	1	0	0	0	0
2610206C17Rik	5	2	7	4	13	2	32	5	9	8	7
2610300A13Rik	0	0	1	0	0	0	0	1	0	0	1
2610300M13Rik	1	0	1	0	0	10	0	0	0	0	0
2610301B20Rik	72	128	95	101	53	61	75	89	193	138	115
2610303G11Rik	0	0	0	0	0	0	0	0	1	0	0
2610306M01Rik	27	26	24	27	20	24	47	24	51	41	34
2610306O10Rik	0	3	4	1	1	0	1	1	0	4	0
2610307P16Rik	629	42	151	64	70	16	42	69	53	33	21
2610316D01Rik	0	0	0	0	0	0	0	0	0	0	0
2610318M16Rik	0	0	0	0	1	0	1	0	0	0	0
2610318N02Rik	34	24	39	20	38	18	72	36	26	49	72
2610507B11Rik	1223	801	1468	922	548	742	771	1372	1131	1793	1671
2610507I01Rik	98	60	86	65	41	91	85	57	99	141	96
2610509F24Rik	0	1	0	0	0	0	0	0	1	0	0
2610528A11Rik	2	1	1	2	1	2	0	0	0	0	33
2610528J11Rik	0	0	0	0	0	0	0	0	0	0	0
2700029L08Rik	2	2	2	1	2	0	1	3	4	1	3
2700033N17Rik	3	0	2	0	0	0	1	0	0	0	1
2700038G22Rik	26	77	22	32	9	38	56	73	90	72	70
2700046A07Rik	0	0	0	0	0	0	0	0	0	0	2
2700046G09Rik	4	7	1	1	1	5	4	0	24	11	0
2700049A03Rik	207	189	268	272	142	107	136	350	229	369	127
2700054A10Rik	1	17	27	20	25	18	23	17	65	39	8
2700062C07Rik	189	133	167	152	127	94	152	144	191	155	173
2700068H02Rik	0	0	0	0	0	0	1	0	0	0	3
2700069I18Rik	0	0	0	0	0	0	0	0	0	0	0
2700078F05Rik	5	2	2	5	11	2	8	2	5	1	3
2700080J24Rik	0	1	0	1	0	0	0	0	7	1	0
2700089I24Rik	0	0	0	0	0	0	1	1	0	1	0
2700097O09Rik	193	212	274	303	217	211	275	295	326	363	347
2700099C18Rik	20	5	32	13	29	9	24	27	37	52	37
2810001G20Rik	15	7	21	8	15	12	18	26	17	27	13
2810002D19Rik	55	48	48	65	47	40	68	83	81	99	92
2810004N23Rik	114	118	185	202	141	202	298	260	202	309	294
2810013P06Rik	160	101	167	183	167	132	231	228	238	316	158
2810021J22Rik	19	35	13	29	7	24	39	30	84	132	81
2810025M15Rik	18	10	37	16	19	17	18	21	37	21	52
2810029C07Rik	3	1	2	0	0	1	1	4	3	2	0
2810030D12Rik	0	0	3	1	1	0	0	0	1	0	0
2810032G03Rik	0	2	1	0	0	0	1	1	1	0	0
2810039B14Rik	49	36	44	22	35	27	19	31	41	42	35
2810047C21Rik1	0	13	0	0	0	0	0	3	0	0	0
2810049E08Rik	2	0	1	1	0	1	2	0	3	3	0
2810402E24Rik	53	41	48	31	52	39	57	34	119	104	73
2810403D21Rik	59	66	67	46	57	63	58	55	122	117	63
2810403G07Rik	0	0	1	0	0	0	0	0	0	1	0
2810404F17Rik	2	0	1	0	0	2	0	0	1	0	1
2810404M03Rik	0	0	0	0	0	0	0	0	0	0	0
2810405F15Rik	0	1	1	0	1	0	0	0	1	0	0
2810405F17Rik	23	27	34	17	13	9	10	5	38	13	13
2810407A14Rik	0	3	2	4	0	5	0	0	2	0	4
2810408A11Rik	1	1	5	10	2	3	0	2	2	16	7
2810408I11Rik	14	1	23	12	29	30	45	36	12	13	46
2810410L24Rik	0	0	1	0	1	1	1	1	0	4	1
2810414N06Rik	43	40	31	18	35	45	36	52	70	79	44
2810428J06Rik	5	4	3	1	2	11	4	3	4	2	7
2810429I04Rik	34	29	17	5	17	20	1	21	19	12	9
2810430I11Rik	2	5	9	5	3	0	2	3	0	4	2
2810432F15Rik	0	0	0	0	0	1	0	0	0	0	0
2810433D01Rik	0	0	0	0	0	0	0	0	0	0	0
2810442N19Rik	1	0	5	3	0	1	0	0	0	0	3
2810454H06Rik	57	62	42	44	22	60	41	56	63	94	51
2810455O05Rik	2	9	11	9	5	0	12	4	6	2	1
2810457G06Rik	0	0	0	0	0	0	0	0	0	1	1
2810459M11Rik	0	1	3	0	0	4	2	0	3	3	3
2810471M01Rik	1	0	0	0	0	0	0	0	0	1	0
2900002M20Rik	0	0	1	0	0	1	0	0	0	0	0
2900005J15Rik	0	2	1	0	0	1	2	0	19	25	2
2900009J06Rik	0	0	0	0	0	0	3	0	0	0	0
