mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
Ints8	4	INTS8	8
Ssmem1	6	SSMEM1	7
Gm5771	6	PRSS3	9
Rimkla	4	RIMKLA	1
Gm45618	7	KRTAP9-2	17
Gm45618	7	KRTAP9-4	17
Gm45618	7	KRTAP9-3	17
Gm45618	7	KRTAP9-9	17
Htatip2	7	HTATIP2	11
Snai3	8	SNAI3	16
Vav1	17	VAV1	19
Svopl	6	SVOPL	7
Nbn	4	NBN	8
Prr27	5	PRR27	4
Neil1	9	NEIL1	15
Mpdu1	11	MPDU1	17
Fscn3	6	FSCN3	7
Pepd	7	PEPD	19
Cdh18	15	CDH18	5
Clvs1	4	CLVS1	8
Gm23971	11	RNU2-1	17
Gm23971	11		17
Gm24165	2		17
Magea5	X	MAGEA10	X
Erlin1	19	ERLIN1	10
Gm23946	14	SNORA74C-2	10
Gm23946	14	SNORA74C-1	10
Ghrh	2	GHRH	20
Tbrg1	9	TBRG1	11
1700037C18Rik	16	C16orf90	16
St6galnac5	3	ST6GALNAC5	1
Scrn1	6	SCRN1	7
Mospd3	5	MOSPD3	7
Rbms3	9	RBMS3	3
Csrnp1	9	CSRNP1	3
Btbd10	7	BTBD10	11
Shoc1	4	SHOC1	9
Col20a1	2	COL20A1	20
Gm12789	4	PRAMEF18	1
Gm12789	4	PRAMEF2	1
Gm12789	4	PRAMEF4	1
Gm12789	4	PRAMEF13	1
Gm12789	4	PRAMEF10	1
Gm12789	4	PRAMEF11	1
Gm12789	4	PRAMEF1	1
Gm12789	4	PRAMEF6	1
Gm12789	4	PRAMEF5	1
Gm12789	4	PRAMEF33	1
Gm12789	4	PRAMEF7	1
Gm12789	4	PRAMEF8	1
Ptch1	13	PTCH1	9
Aqp6	15	AQP6	12
Usp34	11	USP34	2
Ighv9-3	12	IGHV7-4-1	14
Ighv9-3	12	IGHV7-81	14
Tnp1	1	TNP1	2
Dll1	17	DLL1	6
Orc3	4	ORC3	6
Edf1	2	EDF1	9
Hbq1a	11	HBQ1	16
Cyp4f18	8	CYP4F3	19
	7	RNU6-499P	4
Cd177	7	CD177	19
Apol9b	15	APOL3	22
Apol9b	15	APOL4	22
Apol9b	15	APOL2	22
Apol9b	15	APOL1	22
Slc22a12	19	SLC22A12	11
Gm22454	9	RNU6-391P	6
Gm22454	9	RNU6-945P	19
Cog5	12	COG5	7
Klf7	1	KLF7	2
Asb14	14	ASB14	3
Ypel4	2	YPEL4	11
Ociad1	5	OCIAD1	4
Sarnp	10	SARNP	12
Gask1b	3	GASK1B	4
Zdhhc14	17	ZDHHC14	6
1700022I11Rik	4	C9orf131	9
Sat2	11	SAT2	17
Lrrc57	2	LRRC57	15
Serpinb9c	13	SERPINB9	6
Cyb5r3	15		22
Cyb5r3	15	CYB5R3	22
Ifna9	4	IFNA5	9
Ifna9	4	IFNA21	9
Gm22331	1	SNORA68B	19
Tshz3	7	TSHZ3	19
L2hgdh	12	L2HGDH	14
Acox2	14	ACOX2	3
Hspa1a	17	HSPA1A	6
Hspa1a	17	HSPA1B	6
Ulk2	11	ULK2	17
Eefsec	6	EEFSEC	3
Mtfr1	3	MTFR1	8
Trav7-2	14	TRAV12-1	14
Trav7-2	14	TRAV12-2	14
Trav7-2	14	TRAV12-3	14
Sytl1	4	SYTL1	1
Fam47e	5	FAM47E	4
Fam47e	5	FAM47E-STBD1	4
Entpd1	19	ENTPD1	10
Rpl22	4	RPL22	1
Slc35e1	8	SLC35E1	19
Ppara	15	PPARA	22
Mir7-2	7	MIR7-3	19
Triml1	8	TRIML1	4
Dusp6	10	DUSP6	12
Reg1	6	REG1A	2
Hsd17b14	7	HSD17B14	19
Tenm3	8	TENM3	4
Rnf185	11	RNF185	22
Trav3-4	14	TRAV5	14
Syp	X	SYP	X
Fastkd2	1	FASTKD2	2
Ripor1	8	RIPOR1	16
Hba-x	11	HBZ	16
Lrrc55	2	LRRC55	11
Csf3	11	CSF3	17
Dglucy	12	DGLUCY	14
Gm23969	2	SNORD24	9
Slc9a2	1	SLC9A2	2
Neto2	8	NETO2	16
Alpl	4	ALPL	1
Utp11	4	UTP11	1
Gtf2a1l	17	GTF2A1L	2
Trav8d-1	14	TRAV17	14
Cnih2	19	CNIH2	11
Sertad2	11	SERTAD2	2
Fads1	19	FADS1	11
Dbr1	9	DBR1	3
Trav11	14	TRAV10	14
Rps3	7	RPS3	11
Gpld1	13	GPLD1	6
Gm22263	16	RNU6-194P	6
Paqr5	9	PAQR5	15
Cops5	1	COPS5	8
Pramel47	5	PRAMEF18	1
Pramel47	5	PRAMEF2	1
Pramel47	5	PRAMEF4	1
Pramel47	5	PRAMEF13	1
Pramel47	5	PRAMEF10	1
Pramel47	5	PRAMEF11	1
Pramel47	5	PRAMEF1	1
Pramel47	5	PRAMEF6	1
Pramel47	5	PRAMEF5	1
Pramel47	5	PRAMEF33	1
Pramel47	5	PRAMEF7	1
Pramel47	5	PRAMEF8	1
	13	RNU6-122P	X
Ccdc148	2	CCDC148	2
Mrpl11	19	MRPL11	11
Itm2c	1	ITM2C	2
Stk39	2	STK39	2
Churc1	12	CHURC1	14
Mir146b	19	MIR146B	10
Kctd13	7	KCTD13	16
Fam107a	14	FAM107A	3
Mrps23	11	MRPS23	17
	8	RN7SKP289	12
1810058I24Rik	6	STMP1	7
Gm24764	9	RNU2-51P	14
Il33	19	IL33	9
Gm4836	X	SYCP3	12
Ptprr	10	PTPRR	12
Snip1	4	SNIP1	1
Snord15b	7	SNORD15B	11
Cntfr	4	CNTFR	9
Gm13420	2	PRRT1B	9
Abitram	4	ABITRAM	9
Cib4	5	CIB4	2
Smim9	X	SMIM9	X
Ighv14-3	12	IGHV1-45	14
Ighv14-3	12	IGHV1-46	14
Ighv14-3	12	IGHV1-58	14
Ighv14-3	12	IGHV1-3	14
Ighv14-3	12	IGHV1-69	14
Ighv14-3	12	IGHV1-69-2	14
Ighv14-3	12	IGHV1-69D	14
Pinlyp	7	PINLYP	19
Nprl2	9	NPRL2	3
Ecpas	4	ECPAS	9
Gm20917	Y	SPIN2A	X
Ccm2	11	CCM2	7
Mettl1	10	METTL1	12
Hspb2	9	HSPB2	11
Hspb2	9	HSPB2-C11orf52	11
Ccdc115	1	CCDC115	2
Dgkb	12	DGKB	7
Phldb2	16	PHLDB2	3
Ttc9c	19	TTC9C	11
Psmc5	11	PSMC5	17
Haao	17	HAAO	2
Cfap44	16	CFAP44	3
Sgpp2	1	SGPP2	2
Ceacam5	7	CEACAM21	19
Hnrnpll	17	HNRNPLL	2
Sigirr	7	SIGIRR	11
C5ar2	7	C5AR2	19
Gm20792	Y	SYCP3	12
Duxbl1	14	DUX4	4
Bckdhb	9	BCKDHB	6
Tagap1	17	TAGAP	6
Il20rb	9	IL20RB	3
Tfap2d	1	TFAP2D	6
Lcn4	2	OBP2A	9
Lcn4	2	OBP2B	9
Rnf216	5	RNF216	7
Gm20773	Y	SPIN2A	X
Trp53rkb	2	TP53RK	20
Zbtb3	19	ZBTB3	11
Prkch	12	PRKCH	14
Pgghg	7	PGGHG	11
Spata4	8	SPATA4	4
Ankrd7	6	POTEA	8
Lcor	19	LCOR	10
Ap2s1	7	AP2S1	19
Phka2	X	PHKA2	X
Ttc22	4	TTC22	1
Glis3	19	GLIS3	9
Mtnr1b	9	MTNR1B	11
Mmel1	4	MMEL1	1
Rdh13	7	RDH13	19
Spata6	4	SPATA6	1
Ccdc9	7	CCDC9	19
Rnf166	8	RNF166	16
Coro1b	19	CORO1B	11
Gm25210	7	SNORD116-5	15
Gm25210	7	SNORD116-1	15
Gm25210	7	SNORD116-3	15
Gle1	2	GLE1	9
Efl1	7	EFL1	15
Lrpap1	5	LRPAP1	4
Olfr1384	11	OR2Y1	5
Kcnk6	7	KCNK6	19
Nav1	1	NAV1	1
Klf16	10	KLF16	19
Cdk7	13	CDK7	5
Chrnb2	3	CHRNB2	1
Mir34c	9	MIR34C	11
Gsg1	6	GSG1	12
Pamr1	2	PAMR1	11
Cbl	9	CBL	11
Slc6a2	8	SLC6A2	16
Fcgr4	1	FCGR3B	1
Fcgr4	1	FCGR3A	1
Mrpl47	3	MRPL47	3
Eif2b3	4	EIF2B3	1
Hmgcs2	3	HMGCS2	1
Pramel17	4	PRAMEF12	1
Pramel17	4	PRAMEF15	1
Pramel17	4	PRAMEF14	1
Pramel17	4	PRAMEF19	1
Pramel17	4	PRAMEF17	1
Pramel17	4	PRAMEF20	1
Pramel17	4	PRAMEF27	1
Pramel17	4	PRAMEF25	1
Pramel17	4	PRAMEF9	1
Pramel17	4	PRAMEF26	1
Ppt1	4	PPT1	1
Ndufa10	1	NDUFA10	2
Zfp667	7	ZNF667	19
Gm37388	18	PCDHA5	5
Xpo1	11	XPO1	2
Olfr183	16	OR5H8	3
Olfr183	16	OR5H1	3
Olfr183	16	OR5H14	3
Olfr183	16	OR5H6	3
Olfr183	16	OR5H2	3
Olfr183	16	OR5H15	3
Ryr1	7	RYR1	19
Mir103-1	11	MIR103A1	5
Fgf17	14	FGF17	8
Gm25018	8	RNA5S10	1
Mb21d2	16	MB21D2	3
Scn5a	9	SCN5A	3
Gm25522	10	RNU6-367P	3
Slc35f5	1	SLC35F5	2
Hspb11	4	HSPB11	1
	9	MIR191	3
Oas1f	5	OAS1	12
Ano7	1	ANO7	2
Psen2	1		1
Psen2	1	PSEN2	1
Mtrfr	5	MTRFR	12
Slco1a4	6	SLCO1A2	12
Dgkd	1	DGKD	2
Alkbh3	2	ALKBH3	11
Rhbg	3	RHBG	1
Spag5	11		17
Spag5	11	SPAG5	17
Thumpd3	6	THUMPD3	3
Pcdha12	18	PCDHA13	5
Olfr76	19	OR5A1	11
Selplg	5	SELPLG	12
Hus1b	13	HUS1B	6
Xpo7	14	XPO7	8
Ifrd2	9	IFRD2	3
Arhgef11	3	ARHGEF11	1
Dync2h1	9	DYNC2H1	11
Snrpe	1	SNRPE	1
Calhm3	19	CALHM3	10
Xab2	8	XAB2	19
Adar	3	ADAR	1
Cdc34	10	CDC34	19
Pik3r2	8		19
Pik3r2	8	PIK3R2	19
Nabp1	1	NABP1	2
Ccdc194	8	CCDC194	19
Hoxa11	6	HOXA11	7
Prrt3	6	PRRT3	3
Rbak	5	RBAK	7
Dctpp1	7	DCTPP1	16
Alox12	11	ALOX12	17
Olfr1014	2	OR9G1	11
Gpt	15	GPT	8
St6galnac2	11	ST6GALNAC2	17
Fam149a	8	FAM149A	4
Slc25a44	3	SLC25A44	1
Pramel24	4	PRAMEF12	1
Pramel24	4	PRAMEF15	1
Pramel24	4	PRAMEF14	1
Pramel24	4	PRAMEF19	1
Pramel24	4	PRAMEF17	1
Pramel24	4	PRAMEF20	1
Pramel24	4	PRAMEF27	1
Pramel24	4	PRAMEF25	1
Pramel24	4	PRAMEF9	1
Pramel24	4	PRAMEF26	1
Cd8b1	6	CD8B2	2
Filip1l	16	FILIP1L	3
Otud3	4	OTUD3	1
Rbp2	9	RBP2	3
Dyrk4	6	DYRK4	12
Gm4301	10	ALYREF	17
Ces2c	8	CES2	16
Srebf1	11	SREBF1	17
Atm	9	ATM	11
P2ry14	3	P2RY14	3
Olfr1117-ps1	2	OR10AG1	11
Map3k13	16	MAP3K13	3
Shox2	3	SHOX2	3
Gm25687	4	RN7SL293P	8
Gm25687	4	RN7SL65P	2
Zfp784	7	ZNF784	19
Bloc1s1	10		12
Bloc1s1	10	BLOC1S1	12
Bud13	9	BUD13	11
Rapgef2	3	RAPGEF2	4
Fbxl8	8	FBXL8	16
Fbxl8	8		16
Zfp69	4	ZFP69	1
Gm23104	13	RNU6-809P	1
Tbc1d17	7	TBC1D17	19
Pigf	17	PIGF	2
Elac2	11	ELAC2	17
Nudt13	14	NUDT13	10
Prkd3	17	PRKD3	2
Bin1	18	BIN1	2
Gm28040	1	GOLT1A	1
Olfr24	9	OR1M1	19
Pou3f1	4	POU3F1	1
Katnip	7	KATNIP	16
Apobec2	17	APOBEC2	6
Stk33	7	STK33	11
Lrrc47	4	LRRC47	1
Mei4	9	MEI4	6
Fbxo40	16	FBXO40	3
Syt16	12	SYT16	14
Polr2h	16	POLR2H	3
Gm10142	10	KRTAP4-5	17
Upf1	8	UPF1	19
Gm22335	4	RNU6-369P	1
Klk14	7	KLK14	19
Slfn4	11	SLFN12	17
Slfn4	11	SLFN12L	17
Ces2e	8	CES2	16
Snord19	14	SNORD19	3
C1s1	6	C1S	12
Taf1b	12	TAF1B	2
Mrgpra1	7	MRGPRX3	11
Mrgpra1	7	MRGPRX2	11
Mrgpra1	7	MRGPRX1	11
Htra2	6	HTRA2	2
Xpo6	7	XPO6	16
Dynll2	11	DYNLL2	17
Mdfic	6	MDFIC	7
Lmna	3	LMNA	1
Fetub	16	FETUB	3
Catip	1	CATIP	2
Cep72	13	CEP72	5
Cdkn1b	6	CDKN1B	12
Spock2	10	SPOCK2	10
F11r	1	F11R	1
Ovca2	11	OVCA2	17
Klhl11	11	KLHL11	17
Bahcc1	11	BAHCC1	17
Zfp180	7	ZNF180	19
Ces4a	8	CES4A	16
Gm42417	1	ANKRD23	2
Pde4d	13	PDE4D	5
C1ql4	15	C1QL4	12
Fam162a	16	FAM162A	3
Olfr166	16	OR2L13	1
AW209491	13	C7orf25	7
Gramd1a	7	GRAMD1A	19
Ovol3	7	OVOL3	19
Pirb	7	LILRA6	19
Pirb	7	LILRB5	19
Pirb	7	LILRB3	19
Pirb	7	LILRA5	19
Pirb	7	LILRA4	19
Ptp4a1	1	PTP4A1	6
Myh10	11	MYH10	17
Mrpl24	3	MRPL24	1
	3	RN7SKP195	1
Rad23a	8	RAD23A	19
Angptl1	1	ANGPTL1	1
Oog1	12	PRAMEF12	1
Oog1	12	PRAMEF15	1
Oog1	12	PRAMEF14	1
Oog1	12	PRAMEF19	1
Oog1	12	PRAMEF17	1
Oog1	12	PRAMEF20	1
Oog1	12	PRAMEF27	1
Oog1	12	PRAMEF25	1
Oog1	12	PRAMEF9	1
Oog1	12	PRAMEF26	1
Hax1	3	HAX1	1
Hyal3	9	HYAL3	3
Olfr398	11	OR1R1P	17
Atp1a1	3	ATP1A1	1
Klhdc8a	1	KLHDC8A	1
Ccdc154	17	CCDC154	16
She	3	SHE	1
Orc2	1	ORC2	2
9130401M01Rik	15	C8orf76	8
9130401M01Rik	15	ZHX1-C8orf76	8
Arhgap44	11	ARHGAP44	17
Mir28a	16	MIR28	3
Poglut1	16	POGLUT1	3
n-R5s60	12	RNA5SP534	1
Apold1	6	APOLD1	12
Fam114a2	11	FAM114A2	5
Atxn1	13	ATXN1	6
Tbca	13	TBCA	5
Klk1b4	7	KLK3	19
Ssr3	3	SSR3	3
Bloc1s4	5	BLOC1S4	4
Gpbar1	1	GPBAR1	2
H2ax	9	H2AX	11
Bola1	3	BOLA1	1
Cab39	1	CAB39	2
Igkv5-39	6	IGKV6-21	2
Igkv5-39	6	IGKV6D-21	2
Igkv5-39	6	IGKV6D-41	2
Rad54l	4	RAD54L	1
Olfr1220	2	OR4C15	11
Tsr3	17	TSR3	16
Isoc2b	7	ISOC2	19
Dhrs13	11	DHRS13	17
Tent4a	13	TENT4A	5
Dnah11	12	DNAH11	7
Ddx6	9	DDX6	11
Rnf144a	12	RNF144A	2
Zbtb11	16	ZBTB11	3
C4bp	1	C4BPA	1
Hpdl	4	HPDL	1
Cryba1	11	CRYBA1	17
Trim12c	7	TRIM5	11
Cd244a	1	CD244	1
Usp29	7	USP29	19
Gm25663	1	SCARNA18B	1
Eftud2	11	EFTUD2	17
Nploc4	11	NPLOC4	17
Pik3r5	11	PIK3R5	17
Tslp	18	TSLP	5
Zfp750	11	ZNF750	17
Tanc2	11	TANC2	17
Lat	7	LAT	16
Nme7	1	NME7	1
Gm23315	2		17
Gm23315	2		1
Hmces	6	HMCES	3
Garre1	7	GARRE1	19
Kif21a	15	KIF21A	12
Krt17	11	KRT17	17
B3gat3	19	B3GAT3	11
Dtx1	5	DTX1	12
Tgoln1	6	TGOLN2	2
Amigo3	9	AMIGO3	3
Ly6g6e	17	LY6G6E	6
Aldh3b3	19	ALDH3B2	11
Gm128	3	C1orf56	1
C1ql1	11	C1QL1	17
Pagr1a	7	PAGR1	16
Memo1	17	MEMO1	2
Cers6	2	CERS6	2
Esr1	10	ESR1	6
Stx19	16	STX19	3
Ube2m	7	UBE2M	19
Gprin1	13	GPRIN1	5
Defa43	8	DEFA1	8
Defa43	8	DEFA1B	8
Dhrs9	2	DHRS9	2
Gnai3	3	GNAI3	1
Gm22019	7	RNU6-692P	2
Kalrn	16	KALRN	3
Myo18a	11	MYO18A	17
	7	SCARNA15	15
Cadps2	6	CADPS2	7
Sphk1	11	SPHK1	17
Ido2	8	IDO2	8
Krt40	11	KRT40	17
Fgfr1	8	FGFR1	8
Syngap1	17	SYNGAP1	6
Zfp771	7	ZNF771	16
Pou1f1	16	POU1F1	3
Rab7b	1	RAB7B	1
Abcf3	16	ABCF3	3
Rpl18	7	RPL18	19
Srp68	11	SRP68	17
Slc4a1ap	5	SLC4A1AP	2
Fbxw11	11	FBXW11	5
Rnf115	3	RNF115	1
Stambp	6	STAMBP	2
Eid3	10	EID3	12
Zfp526	7	ZNF526	19
Zfp160	17	ZNF665	19
Zfp160	17	ZNF160	19
	10	RN7SKP164	2
	10	RN7SKP91	1
Prl8a6	13	PRL	6
Gm2115	7	CTXND1	15
Plat	8	PLAT	8
Nr2c1	10	NR2C1	12
Mllt11	3	MLLT11	1
Nat8f3	6	NAT8	2
Nat8f3	6	NAT8B	2
Acap1	11	ACAP1	17
Smim23	11	SMIM23	5
Gm22199	13		5
Gm22199	13		2
Gm22199	13		3
Gm22199	13		15
Gm22199	13		1
Tsen54	11	TSEN54	17
Ccr10	11	CCR10	17
Flg2	3	FLG2	1
Map7d1	4	MAP7D1	1
Gm25985	13	RNU6-386P	3
Gm25985	13	RNU6-395P	2
Kcnc4	3	KCNC4	1
Olfr1352	10	OR7A5	19
Olfr1352	10	OR7A10	19
Olfr1352	10	OR7A17	19
Fndc5	4	FNDC5	1
Thrsp	7	THRSP	11
Olfr460	6	OR9A4	7
Tbx6	7	TBX6	16
Ppp1r17	6	PPP1R17	7
Mybbp1a	11	MYBBP1A	17
Rnf227	11	RNF227	17
Gm23568	8		3
Ppm1n	7	PPM1N	19
Sptbn2	19	SPTBN2	11
Mvp	7	MVP	16
Usp31	7	USP31	16
	GL456210.1	SP110	2
Olfr1250	2	OR4A16	11
Cd5	19	CD5	11
Nkg7	7	NKG7	19
Ccdc32	2	CCDC32	15
Kpna2	11	KPNA2	17
Scn10a	9	SCN10A	3
Glipr1l1	10	GLIPR1L1	12
Dlg4	11	DLG4	17
Kcnmb1	11	KCNMB1	5
Gm22622	6		1
Hmbs	9	HMBS	11
Lrrc66	5	LRRC66	4
Cd2	3	CD2	1
Ndufaf3	9	NDUFAF3	3
Mif4gd	11	MIF4GD	17
Ticam1	17	TICAM1	19
Jade2	11	JADE2	5
Kbtbd11	8	KBTBD11	8
F2rl3	8	F2RL3	19
Fat1	8	FAT1	4
Nrtn	17	NRTN	19
Olfr78	7	OR51E2	11
Fbxl15	19	FBXL15	10
Chrm4	2	CHRM4	11
Trpv1	11	TRPV1	17
Polr1a	6	POLR1A	2
AY761185	8	DEFA1	8
AY761185	8	DEFA1B	8
Capn9	8	CAPN9	1
Nsf	11	NSF	17
Ccdc78	17	CCDC78	16
Vmn1r48	6	VN1R5	1
Aqp12	1	AQP12B	2
Aqp12	1	AQP12A	2
Slc7a8	14	SLC7A8	14
Ak9	10	AK9	6
R3hdm1	1	R3HDM1	2
Ltbr	6	LTBR	12
Cacnb3	15	CACNB3	12
Vwf	6	VWF	12
Rbm12b1	4	RBM12B	8
Eci3	13	ECI2	6
Chil1	1	CHI3L1	1
Agt	8	AGT	1
Mtmr10	7	MTMR10	15
Nudt16	9	NUDT16	3
Denn2b	7	DENND2B	11
Olfr111	17	OR5V1	6
Samd4b	7	SAMD4B	19
Pkd1l1	11	PKD1L1	7
Plxnb1	9	PLXNB1	3
Snord82	1	SNORD82	2
Gpr161	1	GPR161	1
Defa33	8	DEFA1	8
Defa33	8	DEFA1B	8
Ranbp3l	15	RANBP3L	5
Selenof	3	SELENOF	1
C6	15	C6	5
Olfr452	6	OR2F1	7
Olfr452	6	OR2F2	7
Eif4h	5	EIF4H	7
Gm22456	11	RNU1-123P	16
Adgrg7	16	ADGRG7	3
Rdh8	9	RDH8	19
Repin1	6	REPIN1	7
Tardbp	4	TARDBP	1
Ptgr2	12	PTGR2	14
Ptgr2	12		14
Wdr55	18	WDR55	5
Adgrf4	17	ADGRF4	6
Olfr298	7	OR14A2	1
Rab6b	9	RAB6B	3
Clec4a4	6	CLEC4C	12
Ttn	2	TTN	2
Prss1	6	PRSS1	7
Prss1	6	PRSS2	7
Pappa2	1	PAPPA2	1
Gpa33	1	GPA33	1
Zfp598	17	ZNF598	16
Ola1	2	OLA1	2
Emc3	6	EMC3	3
Prdm11	2	PRDM11	11
Smim3	18	SMIM3	5
Kcnq5	1	KCNQ5	6
Ankrd52	10	ANKRD52	12
Eaf1	14	EAF1	3
Prkcsh	9	PRKCSH	19
Slc5a10	11	SLC5A10	17
1700001P01Rik	11	C17orf98	17
Rsc1a1	4	RSC1A1	1
Ttc30a2	2	TTC30B	2
Ttc30a2	2	TTC30A	2
Gm25132	3	RNU6-414P	1
1700034E13Rik	18		5
Nat10	2	NAT10	11
Krtap9-5	11	KRTAP9-1	17
Olfr1229	2	OR4C15	11
Xxylt1	16	XXYLT1	3
5730455P16Rik	11	C17orf75	17
Slc30a5	13	SLC30A5	5
Oaz3	3	OAZ3	1
Tnni2	7	TNNI2	11
Mapk9	11	MAPK9	5
Notch2	3	NOTCH2	1
Pcbp4	9	PCBP4	3
Cir1	2	CIR1	2
Fam187b	7	FAM187B	19
Adamts17	7	ADAMTS17	15
Ccl20	1	CCL20	2
Zfp580	7	ZNF580	19
Thsd4	9	THSD4	15
Casq1	1	CASQ1	1
Ist1	8	IST1	16
Gm22489	1		2
Gm22489	1		4
Dennd1b	1	DENND1B	1
Slc19a2	1	SLC19A2	1
Mir744	11	MIR744	17
Mrpl9	3	MRPL9	1
Pomgnt2	9	POMGNT2	3
Bmpr1a	14	BMPR1A	10
Rars2	4	RARS2	6
Kank3	17	KANK3	19
Kifc5b	17	KIFC1	6
Man1a2	3	MAN1A2	1
Lemd1	1	LEMD1	1
Igip	18	IGIP	5
Ifrd1	12		7
Gm25777	16	SNORA77	1
Unc119	11	UNC119	17
Opn3	1	OPN3	1
Stat1	1	STAT1	2
Necab2	8	NECAB2	16
Cd3eap	7	POLR1G	19
Mettl6	14	METTL6	3
Ptpn9	9	PTPN9	15
Gcdh	8	GCDH	19
D8Ertd738e	8	C19orf53	19
Gm24044	9	SNORA6	3
Gatad2b	3	GATAD2B	1
Tlcd3b	7	TLCD3B	16
Trim62	4	TRIM62	1
Serf1	13	SERF1A	5
Commd5	15	COMMD5	8
Tdrd5	1	TDRD5	1
Calhm1	19	CALHM1	10
Polr2i	7	POLR2I	19
Slc25a45	19	SLC25A45	11
Rab40b	11	RAB40B	17
Trnt1	6	TRNT1	3
Rnf223	4	RNF223	1
Eif2b1	5	EIF2B1	12
Ncor1	11	NCOR1	17
	X	RNU6-1190P	5
2310033P09Rik	11	C1orf35	1
Cyp8b1	9	CYP8B1	3
Wwox	8	WWOX	16
Kdm3a	6	KDM3A	2
Kmo	1	KMO	1
Ugt1a9	1	UGT1A9	2
Ugt1a9	1	UGT1A8	2
Ugt1a9	1	UGT1A7	2
Ugt1a9	1	UGT1A10	2
Cd209e	8	CD209	19
Lrrd1	5	LRRD1	7
Hnrnpf	6	HNRNPF	10
Kcnn3	3	KCNN3	1
Gm2296	9	UBE2S	19
Dkk4	8	DKK4	8
Gpd2	2	GPD2	2
Saxo2	7	SAXO2	15
Rrnad1	3	METTL25B	1
Prl7d1	13	PRL	6
Vps53	11	VPS53	17
Atp6v0e2	6	ATP6V0E2	7
Gm22583	5	RNU6-480P	5
Zbtb38	9	ZBTB38	3
Mir9-2	13	MIR9-2	5
Kdm5b	1	KDM5B	1
Tnfaip8l2	3	TNFAIP8L2	1
Abca9	11	ABCA9	17
Nudt1	5	NUDT1	7
Lpin1	12	LPIN1	2
Mfrp	9	MFRP	11
Adora2b	11	ADORA2B	17
Olfr419	1	OR10Z1	1
Usp5	6	USP5	12
Tfcp2	15	TFCP2	12
Fadd	7	FADD	11
Tada1	1	TADA1	1
Gdf1	8	GDF1	19
Pdxdc1	16	PDXDC1	16
Etv5	16	ETV5	3
Adgrb2	4	ADGRB2	1
Tsen2	6	TSEN2	3
Gm5426	10	ATP5MG	11
Nr1i2	16	NR1I2	3
Cyth1	11	CYTH1	17
Gpatch2	1	GPATCH2	1
Med11	11	MED11	17
Eef1d	15	EEF1D	8
Ulk1	5	ULK1	12
Ccpg1	9	CCPG1	15
Slc12a7	13	SLC12A7	5
Hgd	16	HGD	3
Bmi1	2	COMMD3-BMI1	10
Bmi1	2	BMI1	10
Tmem190	7	TMEM190	19
Cep83	10	CEP83	12
Szt2	4	SZT2	1
Cdca3	6	CDCA3	12
Sirt6	10	SIRT6	19
Ugt1a8	1	UGT1A9	2
Ugt1a8	1	UGT1A8	2
Ugt1a8	1	UGT1A7	2
Ugt1a8	1	UGT1A10	2
Kcnab3	11	KCNAB3	17
Gm3238	10	KRTAP4-5	17
Gm3238	10	KRTAP9-1	17
Bri3bp	5	BRI3BP	12
Gm24977	4	RNU1-76P	5
Cchcr1	17	CCHCR1	6
Slc35f3	8	SLC35F3	1
Prkacb	3	PRKACB	1
Rgs1	1	RGS1	1
Aldh9a1	1	ALDH9A1	1
Ebi3	17	EBI3	19
Actg1	11	ACTG1	17
Prkra	2	PRKRA	2
Olfr73	2	OR5D18	11
Yars	4	YARS1	1
Olfr1451	19	OR5B2	11
Tifab	13	TIFAB	5
Raet1e	10		6
Raet1e	10	RAET1E	6
Mettl7a1	15	METTL7A	12
Gm26920	7	ZNF566	19
Sgpl1	10	SGPL1	10
Gpr75	11	GPR75	2
Olfr683	7	OR56A4	11
Spdye4b	5	SPDYE14	7
Spdye4b	5	SPDYE3	7
Spdye4b	5	SPDYE2	7
Spdye4b	5	SPDYE2B	7
Spdye4b	5	SPDYE5	7
Spdye4b	5	SPDYE9	7
Spdye4b	5	SPDYE11	7
Spdye4b	5	SPDYE12P	7
Spdye4b	5	SPDYE13	7
Spdye4b	5	SPDYE15	7
Spdye4b	5	SPDYE16	7
Spdye4b	5	SPDYE17	7
Spdye4b	5	SPDYE18	7
Spdye4b	5	SPDYE21	7
Spdye4b	5	SPDYE1	7
Spdye4b	5	SPDYE10P	7
Spdye4b	5	SPDYE6	7
Spdye4b	5	SPDYE8	7
Spdye4b	5	SPDYE4	17
Kcnk7	19	KCNK7	11
Gm28042	2	PLA2G4B	15
Gm20765	10	ALYREF	17
Ssc5d	7	SSC5D	19
Rhbdf2	11	RHBDF2	17
Eef1b2	1	EEF1B2	2
Clk1	1	CLK1	2
Gpr149	3	GPR149	3
Il6ra	3	IL6R	1
Ptpn14	1	PTPN14	1
Bcas2	3	BCAS2	1
Gm23975	4	RNU6-477P	5
Pigl	11	PIGL	17
Gemin5	11	GEMIN5	5
Mrpl55	11	MRPL55	1
Thumpd1	7	THUMPD1	16
Cep19	16	CEP19	3
Cenps	4	CENPS-CORT	1
Cenps	4	CENPS	1
Ilk	7	ILK	11
Sgca	11	SGCA	17
Fmnl1	11	FMNL1	17
	JH584299.1	PRAMEF12	1
	JH584299.1	PRAMEF15	1
	JH584299.1	PRAMEF14	1
	JH584299.1	PRAMEF19	1
	JH584299.1	PRAMEF17	1
	JH584299.1	PRAMEF20	1
	JH584299.1	PRAMEF27	1
	JH584299.1	PRAMEF25	1
