human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
LRP12	8	protein	transmembrane_sosui, transmembrane, receptor, intracellular, plasma_membrane, plasma_membrane_transmembrane, low_density_lipoprotein, cell_surface, transmembrane_phobius, cell_adhesion, low_density_lipoprotein_ldl_receptor_and_ldl_receptor_related_proteins, extracellular, transmembrane_predicted, adhesion, ldlr	transmembrane_predicted, transmembrane, receptor, intracellular, plasma_membrane, plasma_membrane_transmembrane, cell_surface, cell_adhesion, extracellular, adhesion	6	TRUE	Almen2009, OmniPath, HGNC, Cellinker, CSPA, ComPPI, Ramilowski_location, HPMR, UniProt, Surfaceome, LOCATE, CellCellInteractions, Phobius, Membranome	FALSE	NA
LRP1B	2	protein	ldlr, intracellular, transmembrane, cell_surface_ligand, receptor, cell_surface, secreted, plasma_membrane_transmembrane, low_density_lipoprotein	receptor, intracellular, transmembrane, cell_surface_ligand, transmembrane_predicted, cell_surface, secreted, plasma_membrane_transmembrane	4	TRUE	Surfaceome, OmniPath, Ramilowski_location, UniProt, ComPPI, Baccin2019, Phobius, HGNC, CellCellInteractions, Cellinker, Membranome, CSPA	FALSE	NA
LRP2	2	protein	cell_surface_ligand, plasma_membrane, receptor, transmembrane_predicted, cell_adhesion, plasma_membrane_transmembrane, intracellular, transmembrane, transmembrane_tmhmm, ldlr, receptor_regulator, transmembrane_sosui, cell_surface, low_density_lipoprotein_ldl_receptor_and_ldl_receptor_related_proteins, activating_cofactor, matrix_adhesion, extracellular, growth_factor, low_density_lipoprotein, adhesion, growth_factor_binder, transmembrane_phobius, ligand_regulator, apical_cell_membrane	cell_surface_ligand, plasma_membrane, receptor, transmembrane, cell_adhesion, plasma_membrane_transmembrane, intracellular, transmembrane_predicted, receptor_regulator, cell_surface, matrix_adhesion, extracellular, adhesion, ligand_regulator	17	TRUE	Baccin2019, UniProt, talklr, OmniPath, LRdb, EMBRACE, connectomeDB2020, Membranome, HPMR, Almen2009, SignaLink_function, Cellinker, CellTalkDB, ICELLNET, Surfaceome, Phobius, ComPPI, iTALK, CSPA, CellChatDB, TopDB, DGIdb, GO_Intercell, Ramilowski_location, HGNC, Ramilowski2015, CellCellInteractions	FALSE	NA
LRP2BP	4	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
LRP3	19	protein	transmembrane_predicted, adhesion, transmembrane_tmhmm, receptor, transmembrane, cell_adhesion, plasma_membrane_transmembrane, low_density_lipoprotein_ldl_receptor_and_ldl_receptor_related_proteins, low_density_lipoprotein, plasma_membrane, extracellular, ldlr, cell_surface, transmembrane_phobius	transmembrane, adhesion, transmembrane_predicted, receptor, cell_adhesion, plasma_membrane_transmembrane, plasma_membrane, extracellular, cell_surface	5	TRUE	OmniPath, Almen2009, HPMR, UniProt, Cellinker, HGNC, Membranome, Phobius, Surfaceome, Ramilowski_location	FALSE	NA
LRP4	11	protein	transmembrane, receptor, matrix_adhesion, cell_surface, plasma_membrane_transmembrane, cell_surface_ligand, ldlr, plasma_membrane, adhesion, cell_adhesion, intracellular, low_density_lipoprotein	transmembrane, receptor, matrix_adhesion, cell_surface, transmembrane_predicted, plasma_membrane_transmembrane, cell_surface_ligand, plasma_membrane, adhesion, cell_adhesion, intracellular	15	TRUE	CellPhoneDB, Baccin2019, CellTalkDB, OmniPath, talklr, HGNC, iTALK, GO_Intercell, Phobius, CSPA, Surfaceome, Cellinker, CellCellInteractions, TopDB, UniProt, connectomeDB2020, EMBRACE, ComPPI, ICELLNET, LRdb, Membranome, Ramilowski2015	FALSE	NA
LRP5	11	protein	receptor, cytokine, transmembrane, intracellular, ldlr, plasma_membrane, transmembrane_predicted, low_density_lipoprotein, cell_surface, adhesion, plasma_membrane_transmembrane, matrix_adhesion, transmembrane_phobius, extracellular, transmembrane_tmhmm, low_density_lipoprotein_ldl_receptor_and_ldl_receptor_related_proteins	receptor, transmembrane_predicted, intracellular, plasma_membrane, transmembrane, cell_surface, adhesion, plasma_membrane_transmembrane, matrix_adhesion, extracellular	17	TRUE	connectomeDB2020, Baccin2019, Surfaceome, Phobius, GO_Intercell, HPMR, Cellinker, OmniPath, Ramilowski2015, HGNC, Almen2009, UniProt, ICELLNET, CellCall, CSPA, iTALK, EMBRACE, Membranome, LRdb, CellPhoneDB, talklr, CellCellInteractions, ComPPI, CellTalkDB	FALSE	NA
LRP6	12	protein	transmembrane, receptor, transmembrane_sosui, cell_surface, intracellular, low_density_lipoprotein, cell_adhesion, transmembrane_tmhmm, plasma_membrane, ldlr, extracellular, growth_factor, plasma_membrane_transmembrane, cytokine, transmembrane_predicted, adhesion, transmembrane_phobius	transmembrane, transmembrane_predicted, receptor, cell_surface, intracellular, cell_adhesion, plasma_membrane, extracellular, plasma_membrane_transmembrane, adhesion	18	TRUE	OmniPath, Phobius, iTALK, UniProt, LOCATE, ICELLNET, connectomeDB2020, Almen2009, GO_Intercell, Baccin2019, CellPhoneDB, HGNC, LRdb, ComPPI, Surfaceome, Cellinker, TopDB, CellCellInteractions, talklr, Membranome, CellCall, EMBRACE, Ramilowski2015, CellTalkDB, SignaLink_function	FALSE	NA
LRP8	1	protein	transmembrane_sosui, ldlr, ligand, transmembrane, secreted, receptor, low_density_lipoprotein_ldl_receptor_and_ldl_receptor_related_proteins, plasma_membrane, plasma_membrane_transmembrane, intracellular, low_density_lipoprotein, adhesion, cell_adhesion, transmembrane_tmhmm, transmembrane_predicted, matrix_adhesion, cell_surface, extracellular, transmembrane_phobius	transmembrane_predicted, receptor, ligand, transmembrane, secreted, plasma_membrane, plasma_membrane_transmembrane, intracellular, adhesion, cell_adhesion, matrix_adhesion, cell_surface, extracellular	16	TRUE	Almen2009, Surfaceome, CellPhoneDB, OmniPath, EMBRACE, HPMR, LRdb, Cellinker, Ramilowski_location, iTALK, GO_Intercell, TopDB, Ramilowski2015, UniProt, talklr, HPA_secretome, CellCellInteractions, HGNC, connectomeDB2020, Membranome, CellTalkDB, Phobius, Baccin2019	FALSE	NA
LRPAP1	4	protein	cell_adhesion, plasma_membrane, cell_surface, cell_surface_ligand, intracellular, adhesion	cell_adhesion, plasma_membrane, cell_surface, cell_surface_ligand, intracellular, adhesion	3	TRUE	Cellinker, connectomeDB2020, OmniPath, ComPPI, Baccin2019, UniProt, GO_Intercell	FALSE	NA
LRPPRC	2	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
LRR1	14	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
LRRC1	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	FALSE	NA
LRRC10	12	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
LRRC14	8	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	FALSE	NA
LRRC14B	5	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
LRRC15	3	protein	plasma_membrane_transmembrane, transmembrane_predicted, transmembrane_tmhmm, transmembrane, ecm, cell_surface, intracellular, transmembrane_phobius, transmembrane_sosui	plasma_membrane_transmembrane, transmembrane, transmembrane_predicted, ecm, cell_surface, intracellular	4	TRUE	CSPA, OmniPath, Almen2009, UniProt, MatrixDB, Phobius, Surfaceome, ComPPI	FALSE	NA
LRRC17	7	protein	secreted, ecm	secreted, ecm	3	FALSE	OmniPath, UniProt, HPA_secretome, MatrixDB	FALSE	NA
LRRC18	10	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
LRRC19	9	protein	cell_surface, transmembrane, transmembrane_predicted, intracellular, transmembrane_tmhmm, plasma_membrane_transmembrane, transmembrane_sosui, transmembrane_phobius	cell_surface, transmembrane, intracellular, transmembrane_predicted, plasma_membrane_transmembrane	5	TRUE	Surfaceome, OmniPath, UniProt, Almen2009, Phobius, Membranome, GO_Intercell, Ramilowski_location	FALSE	NA
LRRC2	3	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRC20	10	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
LRRC23	12	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	FALSE	NA
LRRC24	8	protein	intracellular, transmembrane, transmembrane_sosui, cell_surface, ecm, transmembrane_predicted, transmembrane_phobius, transmembrane_tmhmm	intracellular, transmembrane, transmembrane_predicted, cell_surface, ecm	5	TRUE	OmniPath, UniProt, Phobius, Almen2009, Surfaceome, MatrixDB, ComPPI, Ramilowski_location	FALSE	NA
LRRC25	19	protein	transmembrane_tmhmm, plasma_membrane_transmembrane, intracellular, transmembrane, transmembrane_predicted, transmembrane_phobius, transmembrane_sosui, cell_surface	transmembrane_predicted, plasma_membrane_transmembrane, intracellular, transmembrane, cell_surface	6	TRUE	Almen2009, Membranome, OmniPath, Ramilowski_location, Phobius, CSPA, UniProt, GO_Intercell, Surfaceome, LOCATE	FALSE	NA
LRRC26	9	protein	transmembrane, plasma_membrane, plasma_membrane_transmembrane, ion_channel, intracellular, transporter	transmembrane, plasma_membrane, plasma_membrane_transmembrane, ion_channel, intracellular, transmembrane_predicted, transporter	5	TRUE	UniProt, OmniPath, DGIdb, Ramilowski_location, Membranome, Phobius, GO_Intercell, TopDB, ComPPI	FALSE	NA
LRRC27	10	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell	FALSE	NA
LRRC28	15	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRC3	21	protein	transmembrane, intracellular, transmembrane_tmhmm, transmembrane_phobius, transmembrane_predicted, transmembrane_sosui	transmembrane, intracellular, transmembrane_predicted	5	TRUE	Ramilowski_location, ComPPI, UniProt, OmniPath, Phobius, Almen2009	FALSE	NA
LRRC31	3	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRC32	11	protein	transmembrane, intracellular, receptor, plasma_membrane_transmembrane, ecm, plasma_membrane, extracellular, cell_surface, transmembrane_predicted, ligand_regulator, growth_factor_binder, transmembrane_tmhmm, transmembrane_phobius, transmembrane_sosui	transmembrane, intracellular, receptor, plasma_membrane_transmembrane, ecm, plasma_membrane, extracellular, cell_surface, ligand_regulator, transmembrane_predicted	6	TRUE	UniProt, TopDB, GO_Intercell, OmniPath, scConnect, Ramilowski_location, Almen2009, Surfaceome, Phobius, Membranome, MatrixDB, ComPPI, CSPA	FALSE	NA
LRRC34	3	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
LRRC36	16	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRC37A	17	protein	plasma_membrane_transmembrane, transmembrane, cell_surface	plasma_membrane_transmembrane, transmembrane, transmembrane_predicted, cell_surface	4	TRUE	OmniPath, UniProt, Phobius, Membranome, Ramilowski_location, Surfaceome	FALSE	NA
LRRC37A2	17	protein	transmembrane, plasma_membrane_transmembrane, transmembrane_tmhmm, transmembrane_phobius, transmembrane_predicted, cell_surface, transmembrane_sosui	transmembrane_predicted, plasma_membrane_transmembrane, transmembrane, cell_surface	5	TRUE	Phobius, OmniPath, UniProt, Almen2009, Ramilowski_location, Membranome, Surfaceome	FALSE	NA
LRRC37A3	17	protein	cell_surface, transmembrane, transmembrane_phobius, transmembrane_tmhmm, plasma_membrane_transmembrane, transmembrane_predicted	cell_surface, transmembrane_predicted, transmembrane, plasma_membrane_transmembrane	5	TRUE	OmniPath, Surfaceome, Phobius, Almen2009, UniProt, Ramilowski_location, Membranome	FALSE	NA
LRRC37B	17	protein	intracellular, transmembrane, cell_surface, plasma_membrane_transmembrane	intracellular, transmembrane, cell_surface, transmembrane_predicted, plasma_membrane_transmembrane	4	TRUE	OmniPath, UniProt, Ramilowski_location, Surfaceome, Phobius, ComPPI, Membranome	FALSE	NA
LRRC38	1	protein	transmembrane, transporter, ion_channel, cell_surface, plasma_membrane_transmembrane, plasma_membrane	transmembrane, transporter, ion_channel, cell_surface, transmembrane_predicted, plasma_membrane_transmembrane, plasma_membrane	4	TRUE	UniProt, Ramilowski_location, OmniPath, Surfaceome, Phobius, DGIdb, Membranome	FALSE	NA
LRRC39	1	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
LRRC3B	3	protein	cell_surface, transmembrane, ecm, transmembrane_tmhmm, transmembrane_phobius, transmembrane_predicted	cell_surface, transmembrane, transmembrane_predicted, ecm	5	TRUE	OmniPath, UniProt, Phobius, MatrixDB, Almen2009, Ramilowski_location, Surfaceome	FALSE	NA
LRRC3C	17	protein	transmembrane_tmhmm, transmembrane_phobius, transmembrane, transmembrane_predicted, ecm	transmembrane_predicted, transmembrane, ecm	5	TRUE	Almen2009, UniProt, OmniPath, MatrixDB, Ramilowski_location, Phobius	FALSE	NA
LRRC4	7	protein	receptor, transmembrane, cell_surface, plasma_membrane_transmembrane, adhesion, cell_adhesion, cell_surface_ligand, plasma_membrane, ig_like, intracellular, extracellular	receptor, transmembrane, cell_surface, plasma_membrane_transmembrane, adhesion, transmembrane_predicted, cell_adhesion, cell_surface_ligand, plasma_membrane, intracellular, extracellular	9	TRUE	CellCellInteractions, Baccin2019, TopDB, OmniPath, Ramilowski2015, connectomeDB2020, Ramilowski_location, HGNC, UniProt, iTALK, Phobius, talklr, LRdb, CellTalkDB, Cellinker, Membranome, CellChatDB, ComPPI, EMBRACE, Surfaceome	FALSE	NA
LRRC40	1	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
LRRC41	1	protein	intracellular, transmembrane	intracellular, transmembrane	2	TRUE	GO_Intercell, Ramilowski_location, ComPPI, OmniPath	FALSE	NA
LRRC42	1	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
LRRC43	12	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
LRRC45	17	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
LRRC46	17	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
LRRC47	1	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRC49	15	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	FALSE	NA
LRRC4B	19	protein	intracellular, transmembrane, secreted, cell_adhesion, plasma_membrane_transmembrane, receptor, cell_surface_ligand, plasma_membrane, cell_surface, extracellular, transmembrane_tmhmm, adhesion, ligand, lrr_ig, ig_like, transmembrane_phobius, transmembrane_predicted	intracellular, transmembrane, secreted, cell_adhesion, plasma_membrane_transmembrane, receptor, cell_surface_ligand, plasma_membrane, cell_surface, extracellular, transmembrane_predicted, adhesion, ligand	5	TRUE	OmniPath, UniProt, connectomeDB2020, Membranome, Baccin2019, CellPhoneDB, Cellinker, Surfaceome, HPMR, Almen2009, HGNC, ComPPI, Phobius, CellCellInteractions, CSPA, Ramilowski_location, CellChatDB	FALSE	NA
LRRC4C	11	protein	receptor, intracellular, cell_surface_ligand, plasma_membrane_transmembrane, plasma_membrane, extracellular, adhesion, transmembrane_tmhmm, transmembrane, cell_adhesion, transmembrane_sosui, cell_surface, ig_like, lrr_ig, transmembrane_predicted, transmembrane_phobius	receptor, intracellular, cell_surface_ligand, plasma_membrane_transmembrane, plasma_membrane, extracellular, adhesion, transmembrane_predicted, transmembrane, cell_adhesion, cell_surface	9	TRUE	connectomeDB2020, OmniPath, CellTalkDB, CellPhoneDB, talklr, Membranome, Cellinker, HGNC, Almen2009, UniProt, CellChatDB, Surfaceome, EMBRACE, Baccin2019, LRdb, iTALK, ComPPI, Ramilowski_location, HPMR, Ramilowski2015, Phobius	FALSE	NA
LRRC51	11	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
LRRC52	1	protein	transmembrane_phobius, cell_adhesion, adhesion, transmembrane, transmembrane_sosui, plasma_membrane, ion_channel, plasma_membrane_transmembrane, transmembrane_predicted, cell_surface, transporter, transmembrane_tmhmm	transmembrane_predicted, cell_adhesion, adhesion, transmembrane, plasma_membrane, ion_channel, plasma_membrane_transmembrane, cell_surface, transporter	5	TRUE	Almen2009, Cellinker, OmniPath, UniProt, Phobius, DGIdb, Membranome, Ramilowski_location, Surfaceome	FALSE	NA
LRRC55	11	protein	plasma_membrane, transmembrane, plasma_membrane_transmembrane, ion_channel, transporter	plasma_membrane, transmembrane, transmembrane_predicted, plasma_membrane_transmembrane, ion_channel, transporter	4	TRUE	UniProt, Ramilowski_location, Phobius, OmniPath, DGIdb, Membranome	FALSE	NA
LRRC56	11	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
LRRC57	15	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
LRRC58	3	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRC59	17	protein	transmembrane, transmembrane_tmhmm, transmembrane_predicted, transmembrane_sosui, intracellular, transmembrane_phobius	transmembrane_predicted, transmembrane, intracellular	5	TRUE	Phobius, UniProt, Almen2009, OmniPath, Ramilowski_location, GO_Intercell, ComPPI	FALSE	NA
LRRC61	7	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	FALSE	NA
LRRC63	13	protein	transmembrane	transmembrane_predicted, transmembrane	1	TRUE	Phobius, OmniPath, Ramilowski_location	FALSE	NA
LRRC66	4	protein	transmembrane	transmembrane, transmembrane_predicted	4	TRUE	UniProt, OmniPath, Ramilowski_location, Phobius	FALSE	NA
LRRC7	1	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
LRRC71	1	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
LRRC73	6	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
LRRC74A	14	protein	transmembrane, intracellular	transmembrane_predicted, intracellular, transmembrane	1	TRUE	Phobius, OmniPath, Ramilowski_location, ComPPI	FALSE	NA
LRRC75A	17	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
LRRC8A	9	protein	transmembrane, ion_channel, intracellular, volume_regulated_anion, plasma_membrane, transporter	transmembrane_predicted, ion_channel, intracellular, transmembrane, plasma_membrane, transporter	4	TRUE	Phobius, DGIdb, OmniPath, UniProt, HGNC, Ramilowski_location, GO_Intercell, ComPPI	FALSE	NA
LRRC8B	1	protein	transmembrane, volume_regulated_anion, ion_channel, plasma_membrane, transporter, intracellular	transmembrane, ion_channel, transmembrane_predicted, plasma_membrane, transporter, intracellular	4	TRUE	UniProt, HGNC, Phobius, OmniPath, DGIdb, ComPPI, GO_Intercell, Ramilowski_location	FALSE	NA
LRRC8C	1	protein	ion_channel, transmembrane, plasma_membrane, intracellular, volume_regulated_anion, transporter	ion_channel, transmembrane, plasma_membrane, intracellular, transmembrane_predicted, transporter	5	TRUE	HGNC, UniProt, GO_Intercell, OmniPath, LOCATE, ComPPI, DGIdb, Phobius, Ramilowski_location	FALSE	NA
LRRC8D	1	protein	ion_channel, transmembrane, volume_regulated_anion, intracellular, plasma_membrane, transporter	ion_channel, transmembrane, intracellular, transmembrane_predicted, plasma_membrane, transporter	5	TRUE	HGNC, OmniPath, UniProt, TopDB, GO_Intercell, Phobius, DGIdb, ComPPI, Ramilowski_location	FALSE	NA
LRRC8E	19	protein	intracellular, transmembrane, plasma_membrane, transporter, volume_regulated_anion, ion_channel	intracellular, transmembrane_predicted, plasma_membrane, transmembrane, transporter, ion_channel	4	TRUE	OmniPath, Phobius, UniProt, Ramilowski_location, GO_Intercell, HGNC, DGIdb, ComPPI	FALSE	NA
LRRC9	14	protein	intracellular	intracellular	1	FALSE	OmniPath, GO_Intercell	FALSE	NA
LRRCC1	8	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
LRRFIP1	2	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR;SIGNOR_CollecTRI;TRRUST_CollecTRI;HTRI_CollecTRI;HTRIdb;GEREDB_CollecTRI
LRRFIP2	3	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRIQ1	12	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRIQ3	1	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRIQ4	3	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
LRRK1	15	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, scConnect, ComPPI, OmniPath, GO_Intercell	FALSE	NA
LRRK2	12	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
LRRN1	3	protein	plasma_membrane_transmembrane, plasma_membrane, cell_adhesion, transmembrane, adhesion, transmembrane_predicted, transmembrane_phobius, transmembrane_sosui, icam, transmembrane_tmhmm, cell_surface, ecm	plasma_membrane_transmembrane, plasma_membrane, cell_adhesion, transmembrane, adhesion, transmembrane_predicted, cell_surface, ecm	6	TRUE	CSPA, OmniPath, Membranome, Zhong2015, UniProt, Almen2009, Phobius, TopDB, Cellinker, Surfaceome, MatrixDB, Ramilowski_location	FALSE	NA
LRRN2	1	protein	cell_surface, ecm, receptor, transmembrane, cell_adhesion, plasma_membrane, plasma_membrane_transmembrane, transmembrane_tmhmm, transmembrane_phobius, icam, transmembrane_predicted, adhesion	cell_surface, ecm, receptor, transmembrane, cell_adhesion, plasma_membrane, plasma_membrane_transmembrane, transmembrane_predicted, adhesion	5	TRUE	OmniPath, CellCellInteractions, UniProt, Zhong2015, Ramilowski_location, Almen2009, MatrixDB, Phobius, Surfaceome, Cellinker, Membranome	FALSE	NA
LRRN3	7	protein	adhesion, cell_adhesion, intracellular, cell_surface, transmembrane, icam, receptor, plasma_membrane, plasma_membrane_transmembrane, transmembrane_tmhmm, transmembrane_predicted, transmembrane_phobius	adhesion, cell_adhesion, intracellular, cell_surface, transmembrane_predicted, transmembrane, receptor, plasma_membrane, plasma_membrane_transmembrane	6	TRUE	OmniPath, ComPPI, Cellinker, Phobius, UniProt, Zhong2015, Membranome, Ramilowski_location, Almen2009, Surfaceome, LOCATE	FALSE	NA
LRRN4	20	protein	transmembrane_sosui, transmembrane, transmembrane_phobius, cell_surface, cell_adhesion, icam, transmembrane_tmhmm, plasma_membrane_transmembrane, intracellular, adhesion, transmembrane_predicted	transmembrane_predicted, transmembrane, cell_surface, cell_adhesion, plasma_membrane_transmembrane, intracellular, adhesion	6	TRUE	Almen2009, OmniPath, UniProt, Ramilowski_location, Zhong2015, Phobius, Membranome, Surfaceome, ComPPI, TopDB	FALSE	NA
LRRN4CL	11	protein	transmembrane_tmhmm, cell_adhesion, transmembrane, plasma_membrane_transmembrane, transmembrane_phobius, transmembrane_predicted, cell_surface, adhesion, intracellular, icam	transmembrane_predicted, cell_adhesion, transmembrane, plasma_membrane_transmembrane, cell_surface, adhesion, intracellular	5	TRUE	Almen2009, Zhong2015, UniProt, OmniPath, CSPA, ComPPI, Membranome, Phobius, Surfaceome, Ramilowski_location	FALSE	NA
LRRTM1	2	protein	transmembrane, cell_surface_ligand, plasma_membrane_transmembrane, ecm, transmembrane_sosui, intracellular, transmembrane_predicted, transmembrane_phobius, plasma_membrane, transmembrane_tmhmm	transmembrane, cell_surface_ligand, plasma_membrane_transmembrane, ecm, transmembrane_predicted, intracellular, plasma_membrane	5	TRUE	UniProt, OmniPath, Membranome, Phobius, Almen2009, CellPhoneDB, GO_Intercell, Ramilowski_location, MatrixDB	FALSE	NA
LRRTM2	5	protein	transmembrane_sosui, transmembrane, cell_adhesion, plasma_membrane_transmembrane, transmembrane_predicted, receptor, cell_surface, plasma_membrane, cell_surface_ligand, transmembrane_phobius, transmembrane_tmhmm, adhesion, extracellular	transmembrane_predicted, transmembrane, cell_adhesion, plasma_membrane_transmembrane, receptor, cell_surface, plasma_membrane, cell_surface_ligand, adhesion, extracellular	5	TRUE	Almen2009, OmniPath, Cellinker, Phobius, Ramilowski_location, Surfaceome, UniProt, CellPhoneDB, Membranome	FALSE	NA
LRRTM3	10	protein	cell_surface_ligand, plasma_membrane_transmembrane, plasma_membrane, ecm, transmembrane, cell_surface, cell_adhesion, intracellular, adhesion	cell_surface_ligand, plasma_membrane_transmembrane, plasma_membrane, ecm, transmembrane, cell_surface, cell_adhesion, intracellular, transmembrane_predicted, adhesion	4	TRUE	OmniPath, Membranome, Ramilowski_location, Surfaceome, Cellinker, MatrixDB, Phobius, ComPPI, UniProt, CellPhoneDB	FALSE	NA
LRRTM4	2	protein	plasma_membrane, transmembrane, intracellular, cell_surface, cell_adhesion, transmembrane_phobius, adhesion, plasma_membrane_transmembrane, ecm, cell_surface_ligand, transmembrane_tmhmm, transmembrane_predicted, transmembrane_sosui	plasma_membrane, transmembrane, intracellular, cell_surface, cell_adhesion, transmembrane_predicted, adhesion, plasma_membrane_transmembrane, ecm, cell_surface_ligand	5	TRUE	UniProt, OmniPath, ComPPI, Cellinker, Surfaceome, Almen2009, Phobius, Ramilowski_location, Membranome, MatrixDB, CellPhoneDB	FALSE	NA
LRSAM1	9	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, LOCATE, ComPPI	FALSE	NA
LRTM1	3	protein	plasma_membrane_transmembrane, transmembrane_sosui, transmembrane, transmembrane_tmhmm, intracellular, cell_surface, transmembrane_phobius, transmembrane_predicted	plasma_membrane_transmembrane, transmembrane_predicted, intracellular, transmembrane, cell_surface	5	TRUE	Membranome, OmniPath, Almen2009, Phobius, Surfaceome, UniProt, Ramilowski_location, ComPPI	FALSE	NA
LRTM2	12	protein	plasma_membrane_transmembrane, transmembrane, transmembrane_predicted, cell_surface, transmembrane_tmhmm, transmembrane_phobius, cell_adhesion, plasma_membrane, adhesion	plasma_membrane_transmembrane, transmembrane, cell_surface, transmembrane_predicted, cell_adhesion, plasma_membrane, adhesion	5	TRUE	OmniPath, UniProt, Ramilowski_location, Membranome, Surfaceome, Almen2009, Phobius, Cellinker	FALSE	NA
LRWD1	7	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	FALSE	NA
LSAMP	3	protein	transmembrane_predicted, adhesion, iglon, intracellular, plasma_membrane, plasma_membrane_peripheral, transmembrane_sosui, peripheral, cell_surface, cell_adhesion, plasma_membrane_transmembrane, transmembrane_tmhmm, transmembrane, transmembrane_phobius, extracellular, icam	transmembrane, adhesion, cell_adhesion, intracellular, plasma_membrane, plasma_membrane_peripheral, transmembrane_predicted, peripheral, cell_surface, plasma_membrane_transmembrane, extracellular	5	TRUE	OmniPath, HGNC, UniProt, Almen2009, ComPPI, Surfaceome, GO_Intercell, Cellinker, TopDB, MCAM, CSPA, Phobius, Zhong2015	FALSE	NA
LSG1	3	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	FALSE	NA
LSM1	8	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, LOCATE, OmniPath	FALSE	NA
LSM10	1	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
LSM11	5	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
